62.2,23.2
62.2,23.4
62.2,23.6
62.2,23.8
62.2,24.0
62.2,24.2
62.2,24.4
62.2,24.6
62.2,24.8
62.2,25.0
62.2,25.2
62.2,25.4
62.4,22.8
62.4,23.0
62.4,23.2
62.4,23.4
62.4,23.6
62.4,23.8
62.4,24.0
62.4,24.2
62.4,24.4
62.4,24.6
62.4,24.8
62.4,25.0
62.4,25.2
62.4,25.4
62.6,22.6
62.6,22.8
62.6,23.0
62.6,23.2
62.6,23.4
62.6,23.6
62.6,23.8
62.6,24.0
62.6,24.2
62.6,24.4
62.6,24.6
62.6,24.8
62.6,25.0
62.6,25.2
62.6,25.4
62.8,22.6
62.8,22.8
62.8,23.0
62.8,23.2
62.8,23.4
62.8,23.6
62.8,23.8
62.8,24.0
62.8,24.2
62.8,24.4
62.8,24.6
62.8,24.8
62.8,25.0
62.8,25.2
62.8,25.4
63.0,22.6
63.0,22.8
63.0,23.0
63.0,23.2
63.0,23.4
63.0,23.6
63.0,23.8
63.0,24.0
63.0,24.2
63.0,24.4
63.0,24.6
63.0,24.8
63.0,25.0
63.0,25.2
63.0,25.4
63.2,22.8
63.2,23.0
63.2,23.2
63.2,23.4
63.2,23.6
63.2,23.8
63.2,24.0
63.2,24.2
63.2,24.4
63.2,24.6
63.2,24.8
63.2,25.0
63.2,25.2
63.2,25.4
63.2,25.6
63.4,22.8
63.4,23.0
63.4,23.2
63.4,23.4
63.4,23.6
63.4,23.8
63.4,24.0
63.4,24.2
63.4,24.4
63.4,24.6
63.4,24.8
63.4,25.0
63.4,25.2
63.4,25.4
63.4,25.6
63.6,23.0
63.6,23.2
63.6,23.4
63.6,23.6
63.6,23.8
63.6,24.0
63.6,24.2
63.6,24.4
63.6,24.6
63.6,24.8
63.6,25.0
63.6,25.2
63.6,25.4
63.6,25.6
63.8,23.0
63.8,23.2
63.8,23.4
63.8,23.6
63.8,23.8
63.8,24.0
63.8,24.2
63.8,24.4
63.8,24.6
63.8,24.8
63.8,25.0
63.8,25.2
63.8,25.4
63.8,25.6
64.0,23.0
64.0,23.2
64.0,23.4
64.0,23.6
64.0,23.8
64.0,24.0
64.0,24.2
64.0,24.4
64.0,24.6
64.0,24.8
64.0,25.0
64.0,25.2
64.0,25.4
64.0,25.6
64.2,23.2
64.2,23.4
64.2,23.6
64.2,23.8
64.2,24.0
64.2,24.2
64.2,24.4
64.2,24.6
64.2,24.8
64.2,25.0
64.2,25.2
64.2,25.4
64.2,25.6
64.4,23.2
64.4,23.4
64.4,23.6
64.4,23.8
64.4,24.0
64.4,24.2
64.4,24.4
64.4,24.6
64.4,24.8
64.4,25.0
64.4,25.2
64.4,25.4
64.4,25.6
64.6,23.4
64.6,23.6
64.6,23.8
64.6,24.0
64.6,24.2
64.6,24.4
64.6,24.6
64.6,24.8
64.6,25.0
64.6,25.2
64.6,25.4
64.6,25.6
64.6,25.8
64.8,23.4
64.8,23.6
64.8,23.8
64.8,24.0
64.8,24.2
64.8,24.4
64.8,24.6
64.8,24.8
64.8,25.0
64.8,25.2
64.8,25.4
64.8,25.6
64.8,25.8
65.0,23.4
65.0,23.6
65.0,23.8
65.0,24.0
65.0,24.2
65.0,24.4
65.0,24.6
65.0,24.8
65.0,25.0
65.0,25.2
65.0,25.4
65.0,25.6
65.0,25.8
65.2,23.6
65.2,23.8
65.2,24.0
65.2,24.2
65.2,24.4
65.2,24.6
65.2,24.8
65.2,25.0
65.2,25.2
65.2,25.4
65.2,25.6
65.2,25.8
65.2,26.0
65.4,23.6
65.4,23.8
65.4,24.0
65.4,24.2
65.4,24.4
65.4,24.6
65.4,24.8
65.4,25.0
65.4,25.2
65.4,25.4
65.4,25.6
65.4,25.8
65.4,26.0
65.6,23.8
65.6,24.0
65.6,24.2
65.6,24.4
65.6,24.6
65.6,24.8
65.6,25.0
65.6,25.2
65.6,25.4
65.6,25.6
65.6,25.8
65.6,26.0
65.6,26.2
65.8,23.8
65.8,24.0
65.8,24.2
65.8,24.4
65.8,24.6
65.8,24.8
65.8,25.0
65.8,25.2
65.8,25.4
65.8,25.6
65.8,25.8
65.8,26.0
65.8,26.2
65.8,26.4
66.0,23.8
66.0,24.0
66.0,24.2
66.0,24.4
66.0,24.6
66.0,24.8
66.0,25.0
66.0,25.2
66.0,25.4
66.0,25.6
66.0,25.8
66.0,26.0
66.0,26.2
66.0,26.4
66.0,26.6
66.2,23.8
66.2,24.0
66.2,24.2
66.2,24.4
66.2,24.6
66.2,24.8
66.2,25.0
66.2,25.2
66.2,25.4
66.2,25.6
66.2,25.8
66.2,26.0
66.2,26.2
66.2,26.4
66.2,26.6
66.2,26.8
66.4,24.0
66.4,24.2
66.4,24.4
66.4,24.6
66.4,24.8
66.4,25.0
66.4,25.2
66.4,25.4
66.4,25.6
66.4,25.8
66.4,26.0
66.4,26.2
66.4,26.4
66.4,26.6
66.4,26.8
66.4,27.0
66.4,27.2
66.6,24.0
66.6,24.2
66.6,24.4
66.6,24.6
66.6,24.8
66.6,25.0
66.6,25.2
66.6,25.4
66.6,25.6
66.6,25.8
66.6,26.0
66.6,26.2
66.6,26.4
66.6,26.6
66.6,26.8
66.6,27.0
66.6,27.2
66.6,27.4
66.6,27.6
66.8,24.0
66.8,24.2
66.8,24.4
66.8,24.6
66.8,24.8
66.8,25.0
66.8,25.2
66.8,25.4
66.8,25.6
66.8,25.8
66.8,26.0
66.8,26.2
66.8,26.4
66.8,26.6
66.8,26.8
66.8,27.0
66.8,27.2
66.8,27.4
66.8,27.6
66.8,27.8
66.8,28.0
66.8,28.2
66.8,28.4
67.0,24.0
67.0,24.2
67.0,24.4
67.0,24.6
67.0,24.8
67.0,25.0
67.0,25.2
67.0,25.4
67.0,25.6
67.0,25.8
67.0,26.0
67.0,26.2
67.0,26.4
67.0,26.6
67.0,26.8
67.0,27.0
67.0,27.2
67.0,27.4
67.0,27.6
67.0,27.8
67.0,28.0
67.0,28.2
67.0,28.4
67.0,28.6
67.0,28.8
67.0,29.0
67.0,29.2
67.0,29.4
67.2,24.0
67.2,24.2
67.2,24.4
67.2,24.6
67.2,24.8
67.2,25.0
67.2,25.2
67.2,25.4
67.2,25.6
67.2,25.8
67.2,26.0
67.2,26.2
67.2,26.4
67.2,26.6
67.2,26.8
67.2,27.0
67.2,27.2
67.2,27.4
67.2,27.6
67.2,27.8
67.2,28.0
67.2,28.2
67.2,28.4
67.2,28.6
67.2,28.8
67.2,29.0
67.2,29.2
67.2,29.4
67.2,29.6
67.2,29.8
67.2,30.0
67.2,30.2
67.2,30.4
67.4,24.0
67.4,24.2
67.4,24.4
67.4,24.6
67.4,24.8
67.4,25.0
67.4,25.2
67.4,25.4
67.4,25.6
67.4,25.8
67.4,26.0
67.4,26.2
67.4,26.4
67.4,26.6
67.4,26.8
67.4,27.0
67.4,27.2
67.4,27.4
67.4,27.6
67.4,27.8
67.4,28.0
67.4,28.2
67.4,28.4
67.4,28.6
67.4,28.8
67.4,29.0
67.4,29.2
67.4,29.4
67.4,29.6
67.4,29.8
67.4,30.0
67.4,30.2
67.4,30.4
67.4,30.6
67.4,30.8
67.4,31.0
67.4,31.2
67.6,23.8
67.6,24.0
67.6,24.2
67.6,24.4
67.6,24.6
67.6,24.8
67.6,25.0
67.6,25.2
67.6,25.4
67.6,25.6
67.6,25.8
67.6,26.0
67.6,26.2
67.6,26.4
67.6,26.6
67.6,26.8
67.6,27.0
67.6,27.2
67.6,27.4
67.6,27.6
67.6,27.8
67.6,28.0
67.6,28.2
67.6,28.4
67.6,28.6
67.6,28.8
67.6,29.0
67.6,29.2
67.6,29.4
67.6,29.6
67.6,29.8
67.6,30.0
67.6,30.2
67.6,30.4
67.6,30.6
67.6,30.8
67.6,31.0
67.6,31.2
67.6,31.4
67.6,31.6
67.6,31.8
67.6,32.0
67.8,23.8
67.8,24.0
67.8,24.2
67.8,24.4
67.8,24.6
67.8,24.8
67.8,25.0
67.8,25.2
67.8,25.4
67.8,25.6
67.8,25.8
67.8,26.0
67.8,26.2
67.8,26.4
67.8,26.6
67.8,26.8
67.8,27.0
67.8,27.2
67.8,27.4
67.8,27.6
67.8,27.8
67.8,28.0
67.8,28.2
67.8,28.4
67.8,28.6
67.8,28.8
67.8,29.0
67.8,29.2
67.8,29.4
67.8,29.6
67.8,29.8
67.8,30.0
67.8,30.2
67.8,30.4
67.8,30.6
67.8,30.8
67.8,31.0
67.8,31.2
67.8,31.4
67.8,31.6
67.8,31.8
67.8,32.0
67.8,32.2
67.8,32.4
68.0,23.8
68.0,24.0
68.0,24.2
68.0,24.4
68.0,24.6
68.0,24.8
