# mean, investigation_time=1.0
lon,lat,PGA-0.002105,PGA-0.00040397,SA(0.2)-0.002105,SA(0.2)-0.00040397,SA(1.0)-0.002105,SA(1.0)-0.00040397
68.20000,23.60000,1.553118E-01,3.715010E-01,2.543266E-01,6.051973E-01,6.017737E-02,1.881758E-01
68.40000,23.80000,1.594078E-01,3.767611E-01,2.599347E-01,6.127251E-01,6.316153E-02,1.974024E-01
68.60000,23.40000,1.512727E-01,3.607240E-01,2.411170E-01,5.686589E-01,5.640896E-02,1.718807E-01
68.60000,23.60000,1.544156E-01,3.661334E-01,2.482505E-01,5.830813E-01,5.928039E-02,1.816384E-01
68.80000,23.20000,1.473315E-01,3.533041E-01,2.330324E-01,5.486267E-01,5.386057E-02,1.608653E-01
68.80000,23.40000,1.499290E-01,3.571457E-01,2.386684E-01,5.596696E-01,5.629345E-02,1.690467E-01
68.80000,23.60000,1.528920E-01,3.617791E-01,2.454069E-01,5.723909E-01,5.895320E-02,1.776337E-01
68.80000,23.80000,1.565183E-01,3.674214E-01,2.533826E-01,5.871130E-01,6.175889E-02,1.866909E-01
68.80000,24.00000,1.605735E-01,3.738738E-01,2.620816E-01,6.032897E-01,6.471508E-02,1.961968E-01
68.80000,24.20000,1.644942E-01,3.802519E-01,2.703730E-01,6.190538E-01,6.774225E-02,2.058177E-01
69.00000,22.20000,1.177881E-01,2.881518E-01,1.892882E-01,4.420293E-01,4.274163E-02,1.154205E-01
69.00000,22.40000,1.260645E-01,3.060593E-01,2.006116E-01,4.689634E-01,4.505358E-02,1.239973E-01
69.00000,23.00000,1.449405E-01,3.488042E-01,2.283475E-01,5.361788E-01,5.214273E-02,1.521959E-01
69.00000,23.20000,1.471350E-01,3.521201E-01,2.330967E-01,5.456949E-01,5.427987E-02,1.596274E-01
69.00000,23.40000,1.495837E-01,3.555476E-01,2.384597E-01,5.557751E-01,5.656716E-02,1.669815E-01
69.00000,23.60000,1.524342E-01,3.597469E-01,2.449128E-01,5.675091E-01,5.904174E-02,1.745262E-01
69.00000,23.80000,1.559279E-01,3.649325E-01,2.526045E-01,5.812267E-01,6.162321E-02,1.824171E-01
69.00000,24.00000,1.598690E-01,3.709236E-01,2.610386E-01,5.964015E-01,6.423945E-02,1.905832E-01
69.00000,24.20000,1.636458E-01,3.767656E-01,2.689738E-01,6.109480E-01,6.677303E-02,1.986419E-01
69.20000,22.00000,1.150002E-01,2.809463E-01,1.852872E-01,4.294019E-01,4.190246E-02,1.100389E-01
69.20000,22.20000,1.186078E-01,2.897106E-01,1.913173E-01,4.445288E-01,4.363049E-02,1.160589E-01
69.20000,23.00000,1.454733E-01,3.486481E-01,2.298537E-01,5.363377E-01,5.284546E-02,1.517849E-01
69.20000,23.20000,1.478098E-01,3.520703E-01,2.348373E-01,5.460828E-01,5.496319E-02,1.588651E-01
69.20000,23.40000,1.502456E-01,3.554433E-01,2.402080E-01,5.560234E-01,5.716937E-02,1.656072E-01
69.20000,23.60000,1.529748E-01,3.594790E-01,2.464660E-01,5.673577E-01,5.950632E-02,1.724314E-01
69.20000,23.80000,1.562656E-01,3.643719E-01,2.537409E-01,5.803810E-01,6.188959E-02,1.794120E-01
69.20000,24.00000,1.599054E-01,3.699123E-01,2.615507E-01,5.945145E-01,6.420362E-02,1.864358E-01
69.20000,24.20000,1.632804E-01,3.751201E-01,2.686424E-01,6.075926E-01,6.626529E-02,1.931057E-01
69.40000,22.00000,1.166673E-01,2.840828E-01,1.883905E-01,4.347326E-01,4.282506E-02,1.111732E-01
