lon,lat,nu
60,23.6,9e-05
60,23.8,0.00022
60,24,0.000467
60,24.2,0.000872
60,24.4,0.001423
60,24.6,0.002041
60,24.8,0.002606
60,25,0.003026
60,25.2,0.003342
60,25.4,0.003755
60,25.6,0.004556
60,25.8,0.006014
60,26,0.008284
60,26.2,0.011351
60,26.4,0.015017
60,26.6,0.018851
60,26.8,0.022188
60,27,0.024263
60,27.2,0.02447
60.2,23.6,0.000168
60.2,23.8,0.00041
60.2,24,0.000874
60.2,24.2,0.001625
60.2,24.4,0.002646
60.2,24.6,0.00378
60.2,24.8,0.004778
60.2,25,0.005426
60.2,25.2,0.005688
60.2,25.4,0.005767
60.2,25.6,0.005991
60.2,25.8,0.006687
60.2,26,0.008082
60.2,26.2,0.010326
60.2,26.4,0.013471
60.2,26.6,0.017354
60.2,26.8,0.021458
60.2,27,0.024903
60.2,27.2,0.026706
60.4,22,0.000404
60.4,22.2,0.000293
60.4,22.4,0.000186
60.4,23.6,0.000281
60.4,23.8,0.000684
60.4,24,0.001457
60.4,24.2,0.002707
60.4,24.4,0.004401
60.4,24.6,0.006286
60.4,24.8,0.007938
60.4,25,0.008979
60.4,25.2,0.009306
60.4,25.4,0.009161
60.4,25.6,0.008967
60.4,25.8,0.009117
60.4,26,0.009891
60.4,26.2,0.011548
60.4,26.4,0.014342
60.4,26.6,0.018362
60.4,26.8,0.023208
60.4,27,0.027876
60.4,27.2,0.031002
60.4,27.4,0.031446
60.6,21.6,0.001273
60.6,21.8,0.001214
60.6,22,0.001012
60.6,22.2,0.000738
60.6,22.4,0.00047
60.6,22.6,0.000262
60.6,23.4,0.000154
60.6,23.6,0.000418
60.6,23.8,0.00102
60.6,24,0.002172
60.6,24.2,0.004031
60.6,24.4,0.006552
60.6,24.6,0.00936
60.6,24.8,0.01184
60.6,25,0.013426
60.6,25.2,0.013956
60.6,25.4,0.013754
60.6,25.6,0.013358
60.6,25.8,0.013228
60.6,26,0.013661
60.6,26.2,0.014962
60.6,26.4,0.017539
60.6,26.6,0.021675
60.6,26.8,0.027069
60.6,27,0.032587
60.6,27.2,0.036541
60.6,27.4,0.037416
60.6,27.6,0.03462
60.8,21.2,0.002072
60.8,21.4,0.002594
60.8,21.6,0.002838
