longitude,latitude,nu4_5,Observed Count,Smoothed Rate,ratio
60.0,23.1,0.0001,0.0,0.001298,12.979999999999999
60.0,23.2,0.0001,0.0,0.0007953,7.952999999999999
60.0,23.3,0.0001,0.0,0.0004626,4.626
60.0,23.4,0.0001,0.0,0.0002567,2.5669999999999997
60.0,23.5,0.0001,0.0,0.000137,1.3699999999999999
60.0,23.6,0.0001,0.0,7.27e-05,0.727
60.0,23.7,0.0001,0.0,4.15e-05,0.415
60.0,23.8,0.0001,0.0,2.96e-05,0.296
60.0,23.9,0.0001,0.0,3.18e-05,0.318
60.0,24.0,0.0002,0.0,4.76e-05,0.238
60.0,24.1,0.0003,0.0,8.18e-05,0.27266666666666667
60.0,24.2,0.0006,0.0,0.0001399,0.23316666666666672
60.0,24.3,0.001,0.0,0.0002286,0.2286
60.0,24.4,0.0015,0.0,0.0003574,0.23826666666666668
60.0,24.5,0.0022,0.0,0.0005303,0.24104545454545456
60.0,24.6,0.0031,0.0,0.000743,0.23967741935483872
60.0,24.7,0.0041,0.0,0.0009865,0.24060975609756094
60.0,24.8,0.0052,0.0,0.0012423,0.23890384615384616
60.0,24.9,0.0062,0.0,0.0014808,0.23883870967741935
60.0,25.0,0.007,0.0,0.001679,0.23985714285714285
60.0,25.1,0.0076,0.0,0.0018197,0.2394342105263158
60.0,25.2,0.0079,0.0,0.001892,0.23949367088607593
60.0,25.3,0.008,0.0,0.0019158,0.239475
60.0,25.4,0.0081,0.0,0.0019288,0.23812345679012348
60.0,25.5,0.0083,0.0,0.0019905,0.23981927710843373
60.0,25.6,0.0091,0.0,0.0021746,0.23896703296703295
60.0,25.7,0.0107,0.0,0.0025492,0.23824299065420562
60.0,25.8,0.0133,0.0,0.0031758,0.23878195488721804
60.0,25.9,0.017,0.0,0.0040821,0.24012352941176468
60.0,26.0,0.0219,0.0,0.0052617,0.24026027397260274
60.0,26.1,0.0277,0.0,0.0066751,0.2409783393501805
60.0,26.2,0.034,0.0,0.0082448,0.2424941176470588
60.0,26.3,0.0404,0.0,0.0098861,0.24470544554455448
60.0,26.4,0.0465,0.0,0.0115227,0.24780000000000002
60.0,26.5,0.0518,0.0,0.013109,0.2530694980694981
60.0,26.6,0.0562,0.0,0.0146431,0.2605533807829181
60.0,26.7,0.0598,0.0,0.0161529,0.27011538461538465
60.0,26.8,0.0625,0.0,0.0176683,0.2826928
60.0,26.9,0.0645,0.0,0.0191805,0.2973720930232558
60.0,27.0,0.0658,0.0,0.020605,0.3131458966565349
60.0,27.1,0.066,0.0,0.0217776,0.32996363636363635
60.0,27.2,0.065,0.0,0.0224813,0.3458661538461538
60.1,22.8,0.0001,0.0,0.0037552,37.552
60.1,22.9,0.0001,0.0,0.0027289,27.288999999999998
60.1,23.0,0.0001,0.0,0.0018753,18.753
60.1,23.1,0.0001,0.0,0.0012212,12.212
60.1,23.2,0.0001,0.0,0.0007563,7.563
60.1,23.3,0.0001,0.0,0.0004481,4.481
60.1,23.4,0.0001,0.0,0.0002566,2.566
60.1,23.5,0.0001,0.0,0.000144,1.44
60.1,23.6,0.0001,0.0,8.31e-05,0.831
60.1,23.7,0.0001,0.0,5.38e-05,0.5379999999999999
60.1,23.8,0.0001,0.0,4.38e-05,0.438
60.1,23.9,0.0002,0.0,5.08e-05,0.254
60.1,24.0,0.0003,0.0,7.87e-05,0.26233333333333336
60.1,24.1,0.0005,0.0,0.0001321,0.26420000000000005
60.1,24.2,0.0008,0.0,0.000224,0.27999999999999997
60.1,24.3,0.0013,0.0,0.0003668,0.2821538461538462
60.1,24.4,0.0021,0.0,0.0005693,0.2710952380952381
60.1,24.5,0.003,0.0,0.0008406,0.2802
60.1,24.6,0.0042,0.0,0.0011762,0.2800476190476191
60.1,24.7,0.0056,0.0,0.0015585,0.27830357142857143
60.1,24.8,0.0071,0.0,0.0019577,0.2757323943661972
60.1,24.9,0.0084,0.0,0.002332,0.2776190476190476
60.1,25.0,0.0095,0.0,0.0026422,0.27812631578947367
60.1,25.1,0.0103,0.0,0.0028596,0.27763106796116505
60.1,25.2,0.0107,0.0,0.0029728,0.2778317757009346
60.1,25.3,0.0109,0.0,0.0030102,0.2761651376146789
60.1,25.4,0.011,0.0,0.0030316,0.2756
60.1,25.5,0.0113,0.0,0.0031298,0.2769734513274336
60.1,25.6,0.0123,0.0,0.003415,0.27764227642276423
60.1,25.7,0.0144,0.0,0.0039886,0.27698611111111116
60.1,25.8,0.0178,0.0,0.0049373,0.27737640449438206
