longitude,latitude,nu5_5,Observed Count,Smoothed Rate,ratio
60.0,23.6,0.0001,0,3.12e-05,0.312
60.0,23.7,0.0001,0,4.96e-05,0.496
60.0,23.8,0.0001,0,7.61e-05,0.761
60.0,23.9,0.0002,0,0.0001129,0.5645
60.0,24.0,0.0003,0,0.0001625,0.5416666666666667
60.0,24.1,0.0004,0,0.0002254,0.5635
60.0,24.2,0.0005,0,0.0003023,0.6045999999999999
60.0,24.3,0.0007,0,0.000392,0.5599999999999999
60.0,24.4,0.0009,0,0.0004924,0.5471111111111112
60.0,24.5,0.0011,0,0.0005982,0.5438181818181818
60.0,24.6,0.0012,0,0.000704,0.5866666666666667
60.0,24.7,0.0014,0,0.0008032,0.5737142857142857
60.0,24.8,0.0016,0,0.0008896,0.556
60.0,24.9,0.0017,0,0.0009593,0.5642941176470588
60.0,25.0,0.0017,0,0.0010091,0.5935882352941176
60.0,25.1,0.0018,0,0.00104,0.5777777777777777
60.0,25.2,0.0017,0,0.0010567,0.6215882352941177
60.0,25.3,0.0017,0,0.0010656,0.6268235294117648
60.0,25.4,0.0016,0,0.0010772,0.6732499999999999
60.0,25.5,0.0015,0,0.0011018,0.7345333333333334
60.0,25.6,0.0014,0,0.0011506,0.821857142857143
60.0,25.7,0.0013,0,0.0012333,0.9486923076923078
60.0,25.8,0.0012,0,0.0013589,1.1324166666666666
60.0,25.9,0.0011,0,0.0015344,1.3949090909090909
60.0,26.0,0.001,0,0.0017642,1.7642
60.0,26.1,0.001,0,0.0020512,2.0512
60.0,26.2,0.001,0,0.0023937,2.3937
60.0,26.3,0.0011,0,0.0027882,2.5347272727272725
60.0,26.4,0.0013,0,0.0032272,2.4824615384615387
60.0,26.5,0.0015,0,0.003699,2.4659999999999997
60.0,26.6,0.0018,0,0.0041853,2.325166666666667
60.0,26.7,0.0022,0,0.0046644,2.120181818181818
60.0,26.8,0.0026,0,0.0051101,1.9654230769230772
60.0,26.9,0.0031,0,0.0054937,1.7721612903225807
60.0,27.0,0.0036,0,0.0057878,1.6077222222222223
60.0,27.1,0.0041,0,0.005966,1.4551219512195122
60.0,27.2,0.0045,0,0.0060119,1.3359777777777777
60.1,23.6,0.0001,0,4.21e-05,0.421
60.1,23.7,0.0001,0,6.68e-05,0.6679999999999999
60.1,23.8,0.0002,0,0.0001026,0.513
60.1,23.9,0.0002,0,0.0001521,0.7605000000000001
60.1,24.0,0.0003,0,0.0002189,0.7296666666666668
60.1,24.1,0.0005,0,0.0003036,0.6072
60.1,24.2,0.0006,0,0.0004071,0.6785
60.1,24.3,0.0008,0,0.000528,0.66
60.1,24.4,0.001,0,0.0006624,0.6623999999999999
60.1,24.5,0.0013,0,0.0008051,0.6193076923076923
60.1,24.6,0.0015,0,0.0009471,0.6314
60.1,24.7,0.0017,0,0.00108,0.6352941176470589
60.1,24.8,0.0019,0,0.0011951,0.629
60.1,24.9,0.002,0,0.0012861,0.64305
60.1,25.0,0.0021,0,0.0013483,0.6420476190476191
60.1,25.1,0.0021,0,0.0013817,0.657952380952381
60.1,25.2,0.0021,0,0.0013908,0.6622857142857144
60.1,25.3,0.002,0,0.0013828,0.6914
60.1,25.4,0.0019,0,0.0013666,0.7192631578947368
60.1,25.5,0.0018,0,0.0013559,0.7532777777777777
60.1,25.6,0.0017,0,0.0013601,0.8000588235294118
60.1,25.7,0.0016,0,0.001391,0.869375
60.1,25.8,0.0015,0,0.0014583,0.9722000000000001
60.1,25.9,0.0014,0,0.0015701,1.1215
60.1,26.0,0.0013,0,0.0017329,1.333
60.1,26.1,0.0013,0,0.0019515,1.501153846153846
60.1,26.2,0.0013,0,0.0022298,1.7152307692307693
60.1,26.3,0.0014,0,0.0025674,1.8338571428571429
60.1,26.4,0.0015,0,0.0029626,1.9750666666666667
60.1,26.5,0.0018,0,0.0034068,1.8926666666666667
60.1,26.6,0.0021,0,0.0038872,1.851047619047619
60.1,26.7,0.0026,0,0.0043842,1.6862307692307694
60.1,26.8,0.0031,0,0.0048719,1.5715806451612904
60.1,26.9,0.0036,0,0.0053202,1.4778333333333333
60.1,27.0,0.0042,0,0.0056966,1.3563333333333334
60.1,27.1,0.0047,0,0.0059703,1.2702765957446809
60.1,27.2,0.0051,0,0.0061155,1.1991176470588234
60.1,27.3,0.0055,0,0.006116,1.112
60.2,23.6,0.0001,0,5.51e-05,0.5509999999999999
60.2,23.7,0.0001,0,8.75e-05,0.875
60.2,23.8,0.0002,0,0.0001343,0.6715
60.2,23.9,0.0003,0,0.0001998,0.666
60.2,24.0,0.0004,0,0.0002866,0.7164999999999999
60.2,24.1,0.0006,0,0.0003975,0.6625000000000001
60.2,24.2,0.0008,0,0.000533,0.66625
60.2,24.3,0.001,0,0.0006913,0.6913
60.2,24.4,0.0012,0,0.0008674,0.7228333333333334
60.2,24.5,0.0015,0,0.001054,0.7026666666666667
60.2,24.6,0.0018,0,0.0012399,0.6888333333333333
60.2,24.7,0.002,0,0.0014139,0.70695
60.2,24.8,0.0022,0,0.0015644,0.7110909090909091
60.2,24.9,0.0024,0,0.0016821,0.700875
60.2,25.0,0.0025,0,0.0017621,0.7048399999999999
60.2,25.1,0.0025,0,0.0018025,0.721
60.2,25.2,0.0025,0,0.0018072,0.72288
60.2,25.3,0.0024,0,0.0017833,0.7430416666666667
60.2,25.4,0.0023,0,0.0017432,0.7579130434782609
60.2,25.5,0.0022,0,0.0016978,0.7717272727272727
60.2,25.6,0.0021,0,0.0016604,0.7906666666666667
60.2,25.7,0.0019,0,0.0016428,0.8646315789473684
60.2,25.8,0.0018,0,0.0016556,0.9197777777777778
60.2,25.9,0.0017,0,0.001708,1.0047058823529413
60.2,26.0,0.0016,0,0.0018083,1.1301875
60.2,26.1,0.0016,0,0.0019642,1.227625
60.2,26.2,0.0016,0,0.0021824,1.364
60.2,26.3,0.0017,0,0.0024686,1.4521176470588237
60.2,26.4,0.0018,0,0.0028246,1.5692222222222223
60.2,26.5,0.0021,0,0.0032466,1.546
60.2,26.6,0.0025,0,0.0037259,1.49036
60.2,26.7,0.003,0,0.0042451,1.4150333333333334
60.2,26.8,0.0035,0,0.004779,1.3654285714285714
60.2,26.9,0.0041,0,0.0052952,1.291512195121951
60.2,27.0,0.0047,0,0.0057568,1.2248510638297871
60.2,27.1,0.0053,0,0.0061266,1.1559622641509435
60.2,27.2,0.0058,0,0.0063704,1.0983448275862069
60.2,27.3,0.0062,0,0.0064639,1.0425645161290322
60.3,22.1,0.0001,0,5.95e-05,0.595
60.3,22.2,0.0001,0,5.06e-05,0.5059999999999999
60.3,22.3,0.0001,0,4.17e-05,0.4169999999999999
60.3,23.5,0.0001,0,4.27e-05,0.427
60.3,23.6,0.0001,0,7.02e-05,0.702
60.3,23.7,0.0001,0,0.0001114,1.1139999999999999
60.3,23.8,0.0002,0,0.0001709,0.8545
60.3,23.9,0.0003,0,0.0002544,0.8480000000000001
60.3,24.0,0.0005,0,0.0003648,0.7295999999999999
60.3,24.1,0.0007,0,0.0005059,0.7227142857142858
60.3,24.2,0.0009,0,0.0006785,0.7538888888888888
60.3,24.3,0.0011,0,0.00088,0.7999999999999999
60.3,24.4,0.0014,0,0.0011043,0.7887857142857142
60.3,24.5,0.0018,0,0.0013414,0.7452222222222222
60.3,24.6,0.0021,0,0.0015791,0.7519523809523809
60.3,24.7,0.0024,0,0.0018012,0.7505000000000001
60.3,24.8,0.0026,0,0.0019939,0.7668846153846154
60.3,24.9,0.0028,0,0.0021449,0.7660357142857143
60.3,25.0,0.0029,0,0.0022479,0.7751379310344829
60.3,25.1,0.003,0,0.0022993,0.7664333333333334
60.3,25.2,0.003,0,0.0023027,0.7675666666666666
60.3,25.3,0.0029,0,0.0022669,0.7816896551724138
60.3,25.4,0.0028,0,0.0022054,0.7876428571428572
60.3,25.5,0.0027,0,0.0021298,0.7888148148148147
60.3,25.6,0.0025,0,0.0020548,0.8219199999999999
60.3,25.7,0.0023,0,0.001993,0.8665217391304348
60.3,25.8,0.0022,0,0.0019559,0.8890454545454545
60.3,25.9,0.0021,0,0.0019539,0.9304285714285716
60.3,26.0,0.002,0,0.0019971,0.9985499999999999
60.3,26.1,0.0019,0,0.0020956,1.1029473684210527
60.3,26.2,0.0019,0,0.0022604,1.189684210526316
60.3,26.3,0.002,0,0.0024998,1.2499
60.3,26.4,0.0022,0,0.0028209,1.2822272727272725
60.3,26.5,0.0025,0,0.0032262,1.2904799999999998
60.3,26.6,0.0029,0,0.0037089,1.2789310344827587
60.3,26.7,0.0034,0,0.0042544,1.251294117647059
60.3,26.8,0.004,0,0.0048375,1.2093749999999999
60.3,26.9,0.0047,0,0.0054234,1.1539148936170212
60.3,27.0,0.0054,0,0.0059706,1.1056666666666666
60.3,27.1,0.006,0,0.0064346,1.0724333333333333
60.3,27.2,0.0065,0,0.0067732,1.0420307692307693
60.3,27.3,0.0069,0,0.0069534,1.0077391304347827
60.3,27.4,0.0072,0,0.0069528,0.9656666666666668
60.4,21.9,0.0001,0,0.0001237,1.2369999999999999
60.4,22.0,0.0001,0,0.0001124,1.1239999999999999
60.4,22.1,0.0001,0,9.88e-05,0.988
60.4,22.2,0.0001,0,8.41e-05,0.841
60.4,22.3,0.0001,0,6.93e-05,0.6930000000000001
60.4,22.4,0.0001,0,5.54e-05,0.5539999999999999
60.4,22.5,0.0001,0,4.28e-05,0.42799999999999994
60.4,23.5,0.0001,0,5.29e-05,0.5289999999999999
60.4,23.6,0.0001,0,8.69e-05,0.8689999999999999
60.4,23.7,0.0002,0,0.0001379,0.6894999999999999
60.4,23.8,0.0003,0,0.0002121,0.7070000000000001
60.4,23.9,0.0004,0,0.0003148,0.787
60.4,24.0,0.0005,0,0.0004514,0.9028
60.4,24.1,0.0008,0,0.000626,0.7825
60.4,24.2,0.001,0,0.0008395,0.8394999999999999
60.4,24.3,0.0013,0,0.0010891,0.8377692307692308
60.4,24.4,0.0017,0,0.001367,0.8041176470588235
60.4,24.5,0.002,0,0.0016611,0.83055
