Longitude,Latitude,Depth,Observed Count,Smoothed Rate,b-value
55.1,40,500,0,1.73645e-06,1
55.2,40,500,0,1.85554e-06,1
55.3,40,500,0,1.96394e-06,1
55.4,40,500,0,2.05735e-06,1
55.5,40,500,0,2.13138e-06,1
55.6,40,500,0,2.18188e-06,1
55.7,40,500,0,2.20521e-06,1
55.8,40,500,0,3.49774e-06,1
55.9,40,500,0,3.9003e-06,1
56,40,500,0,5.64651e-06,1
56.1,40,500,0,6.50916e-06,1
56.2,40,500,0,7.5148e-06,1
56.3,40,500,0,8.66555e-06,1
56.4,40,500,0,9.95274e-06,1
56.5,40,500,0,1.13545e-05,1
56.6,40,500,0,1.28345e-05,1
56.7,40,500,0,1.43424e-05,1
56.8,40,500,0,1.59802e-05,1
56.9,40,500,0,1.87688e-05,1
57,40,500,0,2.06166e-05,1
57.1,40,500,0,2.22641e-05,1
57.2,40,500,0,2.36446e-05,1
57.3,40,500,0,2.47033e-05,1
57.4,40,500,0,2.5402e-05,1
57.5,40,500,0,2.57211e-05,1
57.6,40,500,0,2.566e-05,1
57.7,40,500,0,2.52359e-05,1
57.8,40,500,0,2.44807e-05,1
57.9,40,500,0,2.34377e-05,1
58,40,500,0,2.2157e-05,1
58.1,40,500,0,2.06918e-05,1
58.2,40,500,0,1.90949e-05,1
58.3,40,500,0,1.64895e-05,1
58.4,40,500,0,1.49856e-05,1
58.5,40,500,0,1.25977e-05,1
58.6,40,500,0,1.12168e-05,1
58.7,40,500,0,9.85751e-06,1
58.8,40,500,0,8.54576e-06,1
58.9,40,500,0,7.30414e-06,1
59,40,500,0,6.15116e-06,1
59.1,40,500,0,4.28138e-06,1
59.2,40,500,0,3.59166e-06,1
59.3,40,500,0,2.95142e-06,1
59.4,40,500,0,2.3757e-06,1
59.5,40,500,0,1.87317e-06,1
59.6,40,500,0,1.44673e-06,1
59.7,40,500,0,1.09453e-06,1
61.2,40,500,0,1.21245e-06,1
61.3,40,500,0,2.15621e-06,1
61.4,40,500,0,3.75792e-06,1
61.5,40,500,0,6.4185e-06,1
61.6,40,500,0,1.07436e-05,1
61.7,40,500,0,1.76236e-05,1
61.8,40,500,0,2.83314e-05,1
61.9,40,500,0,4.46344e-05,1
62,40,500,0,6.89128e-05,1
62.1,40,500,0,0.00010427,1
62.2,40,500,0,0.000154613,1
62.3,40,500,0,0.000224677,1
62.4,40,500,0,0.000320956,1
62.5,40,500,0,0.00044822,1
62.6,40,500,0,0.000613506,1
62.7,40,500,0,0.000823079,1
62.8,40,500,0,0.00108236,1
62.9,40,500,0,0.00139516,1
63,40,500,0,0.00176288,1
63.1,40,500,0,0.00218366,1
63.2,40,500,0,0.0026518,1
63.3,40,500,0,0.00315734,1
63.4,40,500,0,0.0036861,1
63.5,40,500,0,0.00422011,1
63.6,40,500,0,0.00473853,1
63.7,40,500,0,0.00521907,1
63.8,40,500,0,0.00563956,1
63.9,40,500,0,0.00597983,1
64,40,500,0,0.00622336,1
64.1,40,500,0,0.00635875,1
64.2,40,500,0,0.00638063,1
64.3,40,500,0,0.00629004,1
64.4,40,500,0,0.00609416,1
64.5,40,500,0,0.00580545,1
64.6,40,500,0,0.00544036,1
64.7,40,500,0,0.00501782,1
64.8,40,500,0,0.00455759,1
64.9,40,500,0,0.00407878,1
65,40,500,0,0.00359868,1
65.1,40,500,0,0.0031319,1
65.2,40,500,0,0.00268989,1
65.3,40,500,0,0.00228092,1
65.4,40,500,0,0.00191018,1
65.5,40,500,0,0.00158024,1
65.6,40,500,0,0.0012915,1
65.7,40,500,0,0.00104393,1
65.8,40,500,0,0.000833468,1
65.9,40,500,0,0.00065784,1
66,40,500,0,0.000513665,1
66.1,40,500,0,0.000397457,1
66.2,40,500,0,0.00030582,1
66.3,40,500,0,0.000235572,1
66.4,40,500,0,0.000183834,1
66.5,40,500,0,0.000149228,1
66.6,40,500,0,0.000127907,1
66.7,40,500,0,0.000118838,1
66.8,40,500,0,0.000120568,1
66.9,40,500,0,0.000133499,1
67,40,500,0,0.000154562,1
67.1,40,500,0,0.000183291,1
67.2,40,500,0,0.000220774,1
67.3,40,500,0,0.000265473,1
67.4,40,500,0,0.000319825,1
67.5,40,500,0,0.000380205,1
67.6,40,500,0,0.000449111,1
67.7,40,500,0,0.000527637,1
67.8,40,500,0,0.000620003,1
67.9,40,500,0,0.000729555,1
68,40,500,0,0.000862348,1
68.1,40,500,0,0.00102951,1
68.2,40,500,0,0.00123591,1
68.3,40,500,0,0.00149542,1
68.4,40,500,0,0.00182088,1
68.5,40,500,0,0.00222553,1
68.6,40,500,0,0.00272342,1
68.7,40,500,0,0.00332283,1
68.8,40,500,0,0.00403153,1
68.9,40,500,0,0.0048513,1
69,40,500,0,0.0057774,1
69.1,40,500,0,0.00680042,1
69.2,40,500,0,0.00789673,1
69.3,40,500,0,0.00904061,1
69.4,40,500,0,0.0101983,1
69.5,40,500,0,0.0113315,1
69.6,40,500,0,0.0124008,1
69.7,40,500,0,0.0133648,1
69.8,40,500,0,0.0141897,1
69.9,40,500,0,0.0148462,1
70,40,500,0,0.0153135,1
70.1,40,500,0,0.0155856,1
70.2,40,500,0,0.0156641,1
70.3,40,500,0,0.0155653,1
70.4,40,500,0,0.0153154,1
70.5,40,500,0,0.0149478,1
70.6,40,500,0,0.014501,1
70.7,40,500,0,0.0140185,1
70.8,40,500,0,0.0135404,1
70.9,40,500,0,0.0131053,1
71,40,500,0,0.0127451,1
71.1,40,500,0,0.012489,1
71.2,40,500,0,0.012353,1
71.3,40,500,0,0.0123517,1
71.4,40,500,0,0.01249,1
71.5,40,500,0,0.0127703,1
71.6,40,500,0,0.01319,1
71.7,40,500,0,0.0137448,1
71.8,40,500,0,0.0144247,1
71.9,40,500,0,0.0152199,1
72,40,500,0,0.0161195,1
72.1,40,500,0,0.017107,1
72.2,40,500,0,0.0181682,1
72.3,40,500,0,0.0192863,1
72.4,40,500,0,0.020442,1
72.5,40,500,0,0.021617,1
72.6,40,500,0,0.0227961,1
72.7,40,500,0,0.0239669,1
72.8,40,500,0,0.0251169,1
72.9,40,500,0,0.0262428,1
73,40,500,0,0.0273423,1
73.1,40,500,0,0.0284152,1
73.2,40,500,0,0.0294668,1
73.3,40,500,0,0.0305027,1
73.4,40,500,0,0.0315317,1
73.5,40,500,0,0.0325613,1
73.6,40,500,0,0.0335975,1
73.7,40,500,0,0.0346458,1
73.8,40,500,0,0.0357112,1
73.9,40,500,0,0.0367921,1
74,40,500,0,0.0378892,1
74.1,40,500,0,0.0389908,1
74.2,40,500,0,0.0400825,1
74.3,40,500,0,0.0411431,1
74.4,40,500,0,0.0421429,1
74.5,40,500,0,0.0430384,1
74.6,40,500,0,0.043789,1
74.7,40,500,0,0.0443523,1
74.8,40,500,0,0.0446849,1
74.9,40,500,0,0.0447591,1
75,40,500,0,0.0445572,1
75.1,40,500,0,0.0440921,1
75.2,40,500,1,0.0433996,1
75.3,40,500,1,0.0425487,1
75.4,40,500,0,0.0416368,1
75.5,40,500,0,0.0407851,1
75.6,40,500,0,0.040133,1
75.7,40,500,0,0.0398246,1
75.8,40,500,0,0.0399926,1
75.9,40,500,0,0.0407521,1
76,40,500,0,0.0421789,1
76.1,40,500,0,0.044304,1
76.2,40,500,0,0.0471045,1
76.3,40,500,0,0.0505031,1
76.4,40,500,0,0.0543672,1
76.5,40,500,0,0.0585198,1
76.6,40,500,0,0.0627504,1
76.7,40,500,1,0.0668288,1
76.8,40,500,0,0.0705289,1
76.9,40,500,0,0.0736355,1
77,40,500,0,0.0759648,1
77.1,40,500,0,0.0773766,1
77.2,40,500,0,0.0777807,1
77.3,40,500,0,0.0771434,1
77.4,40,500,0,0.0754806,1
77.5,40,500,0,0.0728577,1
77.6,40,500,0,0.0693793,1
77.7,40,500,0,0.0651814,1
77.8,40,500,0,0.060422,1
77.9,40,500,0,0.0552627,1
78,40,500,0,0.0498709,1
78.1,40,500,0,0.0444021,1
78.2,40,500,0,0.0389978,1
78.3,40,500,0,0.0337844,1
78.4,40,500,0,0.0288626,1
78.5,40,500,0,0.0243107,1
78.6,40,500,0,0.0201822,1
78.7,40,500,0,0.0165089,1
78.8,40,500,0,0.0133015,1
78.9,40,500,0,0.0105531,1
79,40,500,0,0.00824144,1
79.1,40,500,0,0.00633329,1
79.2,40,500,0,0.0047876,1
79.3,40,500,0,0.00355907,1
79.4,40,500,0,0.0026011,1
79.5,40,500,0,0.00186837,1
79.6,40,500,0,0.00131869,1
79.7,40,500,0,0.000912548,1
79.8,40,500,0,0.000621668,1
79.9,40,500,0,0.000414146,1
80,40,500,0,0.000270373,1
80.1,40,500,0,0.000174574,1
80.2,40,500,0,0.000110036,1
80.3,40,500,0,6.60352e-05,1
80.4,40,500,0,4.04608e-05,1
80.5,40,500,0,2.4307e-05,1
80.6,40,500,0,1.43175e-05,1
80.7,40,500,0,8.26874e-06,1
80.8,40,500,0,2.88505e-06,1
80.9,40,500,0,1.62636e-06,1
85.6,40,500,0,9.93311e-07,1
85.7,40,500,0,1.67131e-06,1
85.8,40,500,0,2.75531e-06,1
85.9,40,500,0,4.45066e-06,1
86,40,500,0,7.04397e-06,1
86.1,40,500,0,1.09232e-05,1
86.2,40,500,0,1.65968e-05,1
86.3,40,500,0,2.47079e-05,1
86.4,40,500,0,3.60402e-05,1
86.5,40,500,0,5.15083e-05,1
86.6,40,500,0,7.21283e-05,1
86.7,40,500,0,9.89631e-05,1
86.8,40,500,0,0.000133039,1
86.9,40,500,0,0.000176317,1
87,40,500,0,0.000227704,1
87.1,40,500,0,0.000288151,1
87.2,40,500,0,0.000357307,1
87.3,40,500,0,0.0004352,1
