longitude,latitude,nu,mmin,duration,lambda,distance,zoneid,in zoneid,zmax,zmin,tectonic subregion,a,b,stdb,mmax,stdmmax,rake,dip,strike,aspect ratio,msr,source_name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
60,24,0.0003,5.5,107,2.8037e-06,14.213,95,,70,25,subduction intraslab,-0.38226,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,24N 60E 25-70 km depth M5.5,24N_60E_L2_M5p5,,,
60,25,0.0017,5.5,107,1.5888e-05,14.1,95,,70,25,subduction intraslab,0.37107,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,25N 60E 25-70 km depth M5.5,25N_60E_L2_M5p5,,-5.51,
60,26,0.001,5.5,107,9.3458e-06,13.983,95,,70,25,subduction intraslab,0.14062,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,26N 60E 25-70 km depth M5.5,26N_60E_L2_M5p5,,-6.06,
60,27,0.0036,5.5,107,3.3645e-05,13.86,95,,70,25,subduction intraslab,0.69692,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,27N 60E 25-70 km depth M5.5,27N_60E_L2_M5p5,-4.86,-5.04,-6.17
61,21,0.0007,5.5,107,6.5421e-06,290.88,95,,70,25,subduction intraslab,-0.014286,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,21N 61E 25-70 km depth M5.5,21N_61E_L2_M5p5,,,
61,22,0.0013,5.5,107,1.215e-05,183.25,95,,70,25,subduction intraslab,0.25456,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,22N 61E 25-70 km depth M5.5,22N_61E_L2_M5p5,,-5.74,
61,23,0.0001,5.5,107,9.3458e-07,75.516,95,,70,25,subduction intraslab,-0.85938,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,23N 61E 25-70 km depth M5.5,23N_61E_L2_M5p5,,,
62,20,0.0001,5.5,107,9.3458e-07,423.43,95,,70,25,subduction intraslab,-0.85938,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,20N 62E 25-70 km depth M5.5,20N_62E_L2_M5p5,,,
62,21,0.0036,5.5,107,3.3645e-05,315.78,95,,70,25,subduction intraslab,0.69692,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,21N 62E 25-70 km depth M5.5,21N_62E_L2_M5p5,-4.86,-5.04,-6.17
62,22,0.0077,5.5,107,7.1963e-05,207.99,95,,70,25,subduction intraslab,1.0271,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,22N 62E 25-70 km depth M5.5,22N_62E_L2_M5p5,-4.28,-4.66,-5.66
62,23,0.0007,5.5,107,6.5421e-06,100.09,95,,70,25,subduction intraslab,-0.014286,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,23N 62E 25-70 km depth M5.5,23N_62E_L2_M5p5,,,
62,28,0.0067,5.5,107,6.2617e-05,58.284,95,,70,25,subduction intraslab,0.96669,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,28N 62E 25-70 km depth M5.5,28N_62E_L2_M5p5,-4.37,-4.72,-5.74
63,21,0.0012,5.5,107,1.1215e-05,339.97,95,,70,25,subduction intraslab,0.2198,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,21N 63E 25-70 km depth M5.5,21N_63E_L2_M5p5,,-5.82,
63,22,0.0031,5.5,107,2.8972e-05,232.02,95,,70,25,subduction intraslab,0.63198,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,22N 63E 25-70 km depth M5.5,22N_63E_L2_M5p5,-5.04,-5.12,-6.3
63,23,0.0004,5.5,107,3.7383e-06,123.96,95,,70,25,subduction intraslab,-0.25732,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,23N 63E 25-70 km depth M5.5,23N_63E_L2_M5p5,,,
63,24,0.0052,5.5,107,4.8598e-05,15.813,95,,70,25,subduction intraslab,0.85662,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,24N 63E 25-70 km depth M5.5,24N_63E_L2_M5p5,-4.54,-4.85,-5.9
63,28,0.0019,5.5,107,1.7757e-05,43.621,95,,70,25,subduction intraslab,0.41937,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,28N 63E 25-70 km depth M5.5,28N_63E_L2_M5p5,,-5.43,-7.18
63,29,0.0004,5.5,107,3.7383e-06,121.25,94,,70,25,subduction intraslab Himalayas,-0.037324,0.98,0.09,8.3,0.4,-6,89,11,2,StrasserIntraslab,29N 63E 25-70 km depth M5.5,29N_63E_L2_M5p5,,,
63,30,0.0012,5.5,107,1.1215e-05,147.32,94,,70,25,subduction intraslab Himalayas,0.4398,0.98,0.09,8.3,0.4,-6,89,11,2,StrasserIntraslab,30N 63E 25-70 km depth M5.5,30N_63E_L2_M5p5,,-5.64,-6.62
63,31,0.0002,5.5,107,1.8692e-06,173.33,94,,70,25,subduction intraslab Himalayas,-0.33835,0.98,0.09,8.3,0.4,-6,89,11,2,StrasserIntraslab,31N 63E 25-70 km depth M5.5,31N_63E_L2_M5p5,,,
64,22,0.0001,5.5,107,9.3458e-07,255.34,95,,70,25,subduction intraslab,-0.85938,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,22N 64E 25-70 km depth M5.5,22N_64E_L2_M5p5,,,
64,23,0.0004,5.5,107,3.7383e-06,147.12,95,,70,25,subduction intraslab,-0.25732,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,23N 64E 25-70 km depth M5.5,23N_64E_L2_M5p5,,,
64,24,0.0048,5.5,107,4.486e-05,38.806,95,,70,25,subduction intraslab,0.82186,0.94,0.13,7.6,0.4,167,79,23,2,StrasserIntraslab,24N 64E 25-70 km depth M5.5,24N_64E_L2_M5p5,-4.6,-4.89,-5.95
64,28,0.0025,5.5,107,2.3364e-05,0,94,,70,25,subduction intraslab Himalayas,0.75856,0.98,0.09,8.3,0.4,-6,89,11,2,StrasserIntraslab,28N 64E 25-70 km depth M5.5,28N_64E_L2_M5p5,-4.97,-5.2,-6.18
64,29,0.0009,5.5,107,8.4112e-06,26.963,94,,70,25,subduction intraslab Himalayas,0.31486,0.98,0.09,8.3,0.4,-6,89,11,2,StrasserIntraslab,29N 64E 25-70 km depth M5.5,29N_64E_L2_M5p5,,-5.85,-6.83
64,30,0.0045,5.5,107,4.2056e-05,53.969,94,,70,25,subduction intraslab Himalayas,1.0138,0.98,0.09,8.3,0.4,-6,89,11,2,StrasserIntraslab,30N 64E 25-70 km depth M5.5,30N_64E_L2_M5p5,-4.53,-4.91,-5.89
64,31,0.0008,5.5,107,7.4766e-06,80.954,94,,70,25,subduction intraslab Himalayas,0.26371,0.98,0.09,8.3,0.4,-6,89,11,2,StrasserIntraslab,31N 64E 25-70 km depth M5.5,31N_64E_L2_M5p5,,-5.96,-6.94
